fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,long_diff,lat_diff,year,month,day,hour,weekday,time_of_day,distance,cost_per_km,Country,State,City,Area,max_temp,min_temp,precipitation,snow
6.0,-73.97588,40.761146999999994,-73.98586999999999,40.758375,1,0.0099899999999877,0.0027719999999931,2014,1,6,21,0,night,897.9662148385687,6.6817658625148235,United States,New York,New York,Manhattan,12.8,-7.1,9.1,0.0
13.3,-73.98916899999999,40.748015,-73.955501,40.764439,1,0.0336679999999915,0.0164240000000006,2011,2,9,14,2,afternoon,3377.80693653834,3.937466009715218,United States,New York,New York,Manhattan,-1.7,-9.4,0.0,0.0
8.1,-73.962264,40.770344,-73.971884,40.748893,2,0.0096199999999981,0.021450999999999,2009,6,3,10,2,morning rush hour,2516.811252498476,3.2183581474212692,United States,New York,New York,Manhattan,22.2,12.2,12.7,0.0
4.5,-73.97588,40.744595,-73.988895,40.738083,1,0.0130149999999957,0.0065119999999936,2010,1,16,9,5,morning rush hour,1315.8203041419015,3.419919867351969,United States,New York,New York,Manhattan,9.4,3.3,0.0,0.0
5.3,-73.99121,40.755198,-73.983564,40.7468,1,0.007645999999994,0.0083979999999996,2010,4,13,20,1,night,1134.314473244247,4.672425614778146,United States,New York,New York,Manhattan,13.3,8.3,0.0,0.0
7.7,-73.984127,40.758874,-73.988222,40.735108,2,0.0040949999999924,0.0237660000000019,2011,2,20,23,6,clubbing,2661.75503720926,2.8928281875529507,United States,New York,New York,Manhattan,4.4,-6.1,0.0,0.0
3.7,-73.9836,40.7342,-73.9882,40.7278,1,0.0046000000000105,0.0063999999999992,2011,6,18,14,5,afternoon,810.0087686160435,4.567851785508085,United States,New York,New York,Manhattan,28.3,17.8,0.0,0.0
5.7,-73.97035699999999,40.756879999999995,-73.95955,40.77089,2,0.0108069999999997,0.014010000000006,2010,8,23,16,0,evening rush hour,1803.6486388830465,3.1602607498597206,United States,New York,New York,Manhattan,21.1,18.3,26.7,0.0
5.7,-73.985752,40.7473,-73.973934,40.761077,1,0.0118180000000052,0.0137769999999974,2011,8,7,14,6,afternoon,1826.652994896084,3.120461311440418,United States,New York,New York,Manhattan,31.7,22.8,4.1,0.0
3.7,-73.973967,40.760403,-73.967551,40.757940999999995,1,0.0064160000000015,0.0024620000000012,2011,11,24,4,3,early morning,606.8488920339619,6.097069713019979,United States,New York,New York,Manhattan,12.2,2.8,0.0,0.0
10.9,-73.97457800000001,40.75094,-73.956133,40.746128000000006,1,0.018445000000014,0.004811999999994,2009,11,19,20,3,night,1646.8620624808398,6.618647820194604,United States,New York,New York,Manhattan,15.0,8.3,4.6,0.0
8.5,-73.9896469116211,40.72952270507813,-74.00030517578125,40.71628189086913,1,0.0106582641601562,0.0132408142089985,2015,2,7,20,5,night,1724.1989120372548,4.9298256370877125,United States,New York,New York,Manhattan,4.4,-3.8,0.5,0.0
22.5,-73.9669418334961,40.76021194458008,-73.99748992919923,40.724285125732415,1,0.0305480957031392,0.0359268188476633,2015,4,16,14,3,afternoon,4751.2513577213,4.735594542569308,United States,New York,New York,Manhattan,17.8,11.1,0.0,0.0
8.0,-73.981665,40.779182,-73.993815,40.760777,1,0.0121499999999912,0.0184050000000013,2014,6,11,3,2,early morning,2286.8377347393425,3.498280563798661,United States,New York,New York,Manhattan,21.1,16.1,0.5,0.0
4.5,-73.95468000000001,40.765983,-73.963696,40.761792,1,0.0090159999999883,0.0041909999999987,2010,8,7,15,5,evening rush hour,892.2591025553277,5.043378080551396,United States,New York,New York,Manhattan,30.6,20.0,0.0,0.0
5.5,-73.9867630004883,40.766765594482415,-73.98149871826173,40.78105926513672,1,0.0052642822265625,0.0142936706543039,2015,5,14,21,3,night,1648.3474327174488,3.336675200162599,United States,New York,New York,Manhattan,22.8,10.0,0.0,0.0
4.5,-73.98479,40.757276,-73.980441,40.748977,1,0.0043490000000048,0.0082990000000009,2010,8,8,20,6,night,992.081053787092,4.535919704163339,United States,New York,New York,Manhattan,31.7,22.8,0.0,0.0
7.7,-73.993409,40.74219,-73.97470600000001,40.758123,2,0.0187029999999879,0.0159329999999968,2009,5,13,16,2,evening rush hour,2371.7978694052736,3.246482383395837,United States,New York,New York,Manhattan,19.4,9.4,0.0,0.0
5.3,-73.97094,40.760394,-73.961567,40.771769,2,0.0093729999999965,0.011375000000001,2010,3,27,15,5,evening rush hour,1490.611953902525,3.555586674401901,United States,New York,New York,Manhattan,6.7,-1.7,0.0,0.0
8.9,-73.979114,40.775044,-73.954454,40.765801,1,0.0246599999999972,0.0092429999999978,2009,1,10,18,5,evening rush hour,2321.228074150822,3.8341773042943657,United States,New York,New York,Manhattan,-1.1,-5.0,3.6,25.0
9.3,-73.991858,40.75027,-73.962533,40.763746999999995,1,0.029325,0.0134769999999946,2010,8,25,0,2,clubbing,2893.426913948632,3.2141817562996193,United States,New York,New York,Manhattan,20.6,17.8,25.4,0.0
5.7,-73.986743,40.756152,-73.978477,40.763382,1,0.0082660000000061,0.0072299999999998,2010,1,25,18,0,evening rush hour,1063.8622590007817,5.357836460289182,United States,New York,New York,Manhattan,13.9,9.4,31.8,0.0
13.0,-73.978195,40.763311,-73.986089,40.746674,2,0.0078940000000073,0.0166370000000029,2014,2,27,18,3,evening rush hour,1964.109613347931,6.618775200555532,United States,New York,New York,Manhattan,1.1,-9.9,0.0,0.0
7.0,-73.97752380371094,40.75183486938477,-73.9913330078125,40.75525283813477,2,0.0138092041015625,0.00341796875,2015,3,29,20,6,night,1226.3725264282557,5.707890424116989,United States,New York,New York,Manhattan,7.8,-3.8,0.0,0.0
11.3,-74.000047,40.721843,-73.985387,40.754447,1,0.0146599999999921,0.0326039999999991,2011,7,19,14,1,afternoon,3826.5353609863296,2.953063001902407,United States,New York,New York,Manhattan,34.4,23.9,0.0,0.0
9.7,-74.001972,40.719484,-73.99466600000001,40.756043,1,0.0073059999999856,0.0365589999999969,2011,8,6,21,5,night,4106.470030650113,2.3621260906814294,United States,New York,New York,Manhattan,29.4,22.2,4.8,0.0
18.5,-73.957402,40.770353,-74.000577,40.735705,5,0.043175000000005,0.0346479999999971,2011,1,29,18,5,evening rush hour,5300.757087570959,3.4900674930715447,United States,New York,New York,Manhattan,2.2,-1.7,0.3,0.0
20.0,-73.983965,40.766490000000005,-74.005087,40.718695,1,0.0211220000000054,0.0477950000000078,2014,8,19,19,1,night,5599.383771900735,3.571821617293953,United States,New York,New York,Manhattan,28.3,17.2,0.0,0.0
10.9,-73.957318,40.774214,-73.97668900000001,40.739244,2,0.0193710000000066,0.0349700000000012,2010,7,8,8,3,morning rush hour,4213.838578263419,2.586715128630305,United States,New York,New York,Manhattan,31.7,25.0,0.0,0.0
5.5,-73.954348,40.774432,-73.961642,40.763487,5,0.0072940000000016,0.0109449999999995,2014,3,6,22,3,night,1362.541484835256,4.0365743437639265,United States,New York,New York,Manhattan,-0.5,-8.8,0.0,0.0
5.3,-73.958597,40.780916999999995,-73.963763,40.771015000000006,1,0.0051660000000026,0.0099019999999896,2010,1,6,16,2,evening rush hour,1182.937526479826,4.480371855115365,United States,New York,New York,Manhattan,1.1,-3.3,0.0,0.0
8.1,-73.98759100000001,40.735046999999994,-73.980482,40.720345,1,0.007109000000014,0.0147019999999926,2009,11,4,14,2,afternoon,1739.595018217956,4.656256148800456,United States,New York,New York,Manhattan,11.1,5.0,0.0,0.0
8.1,-73.96122700000001,40.765002,-73.98274,40.739332,5,0.0215129999999987,0.0256700000000051,2010,1,11,13,0,afternoon,3380.343788965007,2.3962059795344235,United States,New York,New York,Manhattan,-0.6,-6.1,0.0,0.0
3.3,-73.986615,40.75129,-73.983098,40.756313,1,0.0035170000000022,0.0050230000000013,2009,12,23,14,2,afternoon,631.9420572647949,5.221997748153106,United States,New York,New York,Manhattan,-1.1,-6.7,0.0,0.0
11.3,-73.954725,40.777744,-73.982156,40.763465999999994,1,0.027431000000007,0.0142780000000044,2011,11,28,10,0,morning rush hour,2806.6680413248987,4.026126294104162,United States,New York,New York,Manhattan,21.1,13.3,0.0,0.0
5.0,-73.99916800000001,40.74447,-74.00368,40.752407,1,0.0045119999999911,0.0079369999999983,2014,2,23,15,6,evening rush hour,960.2418114357542,5.207021752702058,United States,New York,New York,Manhattan,12.2,6.1,0.0,0.0
5.7,-73.978677,40.763128,-73.98252600000001,40.756363,1,0.0038490000000024,0.0067650000000014,2010,10,13,7,2,morning rush hour,818.5383833647868,6.963631902720143,United States,New York,New York,Manhattan,17.8,8.9,0.0,0.0
6.1,-73.970205,40.750567,-73.986304,40.758151,1,0.0160989999999969,0.0075840000000013,2011,10,29,20,5,night,1599.2369699641229,3.814319024989053,United States,New York,New York,Manhattan,7.2,0.6,50.8,74.0
7.0,-73.96759200000001,40.7631,-73.95655,40.7679,1,0.0110420000000175,0.0047999999999959,2014,5,2,12,4,afternoon,1073.9283296608978,6.5181258438450085,United States,New York,New York,Manhattan,21.1,13.3,0.0,0.0
5.3,-73.966215,40.762348,-73.964938,40.772562,2,0.0012770000000017,0.0102139999999977,2010,5,12,8,2,morning rush hour,1139.3715167781324,4.651687287204721,United States,New York,New York,Manhattan,8.9,6.7,10.9,0.0
8.0,-73.978476,40.752124,-74.000399,40.747945,1,0.021923000000001,0.0041790000000005,2014,4,21,7,0,morning rush hour,1908.7217195165117,4.191286722522568,United States,New York,New York,Manhattan,19.4,5.0,0.0,0.0
8.9,-73.97375500000001,40.748159,-73.984983,40.724069,1,0.0112279999999884,0.024090000000001,2010,10,30,22,5,night,2838.3140949911376,3.135664236634738,United States,New York,New York,Manhattan,13.9,5.6,0.0,0.0
4.1,-73.98554200000001,40.744293,-73.97973499999999,40.753820000000005,1,0.0058070000000185,0.0095270000000056,2011,1,6,21,3,night,1166.1053780584025,3.515977266845825,United States,New York,New York,Manhattan,0.6,-3.3,0.0,0.0
7.3,-73.994628,40.740603,-73.981922,40.731012,1,0.0127060000000085,0.0095910000000003,2010,11,23,19,1,night,1512.0514373113688,4.827878086594979,United States,New York,New York,Manhattan,16.1,10.0,0.0,0.0
10.5,-73.985712,40.770017,-73.96879799999999,40.75034,4,0.016914000000014,0.0196770000000015,2009,6,7,14,6,afternoon,2610.462164799648,4.022276262642508,United States,New York,New York,Manhattan,27.8,17.2,0.0,0.0
7.3,-74.003173,40.727774,-74.004612,40.742212,2,0.0014389999999906,0.0144380000000055,2010,7,31,21,5,night,1607.92356211096,4.540016809266858,United States,New York,New York,Manhattan,29.4,18.9,0.0,0.0
7.3,-73.978696,40.736931,-73.985244,40.723669,3,0.0065479999999951,0.0132619999999974,2009,10,21,22,2,night,1573.1845501587936,4.640269318220265,United States,New York,New York,Manhattan,20.0,11.1,0.0,0.0
8.9,-73.98171500000001,40.74316,-74.00323,40.731584999999995,5,0.0215149999999937,0.0115750000000076,2010,3,12,19,4,night,2225.967845260821,3.9982608099881016,United States,New York,New York,Manhattan,6.1,3.9,5.3,0.0
17.5,-73.95686500000001,40.783483,-73.97165799999999,40.755105,1,0.0147929999999831,0.0283779999999964,2014,11,11,18,1,evening rush hour,3389.8278447918883,5.162504056625441,United States,New York,New York,Manhattan,17.8,9.4,0.0,0.0
7.7,-74.001942,40.740505,-73.983388,40.726343,2,0.0185539999999946,0.0141619999999988,2009,7,22,13,2,afternoon,2220.3108732443197,3.4679828364524266,United States,New York,New York,Manhattan,27.8,17.8,0.0,0.0
16.0,-73.991467,40.738785,-73.94895799999999,40.785077,2,0.0425090000000096,0.0462920000000011,2014,3,2,3,6,early morning,6269.776912617749,2.551924928588839,United States,New York,New York,Manhattan,4.4,0.0,0.0,0.0
7.5,-73.979518,40.749868,-73.994585,40.745346000000005,1,0.0150670000000019,0.0045219999999943,2014,1,14,22,1,night,1367.9892128013205,5.4824993719371236,United States,New York,New York,Manhattan,11.1,6.7,9.7,0.0
5.7,-73.974758,40.750815,-73.991127,40.750212,1,0.0163690000000116,0.0006030000000052,2011,8,9,21,1,night,1384.0096443155055,4.1184684105428095,United States,New York,New York,Manhattan,28.3,21.7,53.1,0.0
7.7,-73.984877,40.761435,-74.001712,40.745822,1,0.0168350000000003,0.0156130000000018,2010,6,9,15,2,evening rush hour,2242.1559874193076,3.434194606978527,United States,New York,New York,Manhattan,20.0,13.9,22.6,0.0
5.3,-73.994523,40.755798,-74.00554699999999,40.737665,1,0.0110239999999919,0.0181329999999988,2011,5,10,23,1,clubbing,2218.47764767692,2.389025648083449,United States,New York,New York,Manhattan,23.9,11.7,0.0,0.0
11.3,-73.95483,40.77751,-73.980152,40.760382,5,0.0253220000000027,0.0171279999999995,2009,12,22,9,1,morning rush hour,2861.5383474302116,3.948924888652253,United States,New York,New York,Manhattan,2.2,-5.0,0.0,0.0
5.7,-73.96378399999999,40.77129,-73.974409,40.752936,3,0.0106250000000045,0.0183540000000022,2009,5,30,14,5,afternoon,2226.908262612933,2.5596025196439527,United States,New York,New York,Manhattan,25.0,15.6,0.0,0.0
5.7,-73.974688,40.741385,-73.9768,40.7514,1,0.0021119999999967,0.0100149999999956,2010,2,3,14,2,afternoon,1126.3691480148257,5.060507924995984,United States,New York,New York,Manhattan,3.9,-1.7,1.5,5.0
8.5,-73.96891,40.748067,-74.00289699999999,40.739842,1,0.0339869999999962,0.0082249999999959,2009,1,18,13,6,afternoon,3012.350667032009,2.8217166391105555,United States,New York,New York,Manhattan,1.7,-5.6,4.6,56.0
8.5,-73.981585,40.77397,-73.972719,40.755111,1,0.0088659999999975,0.018858999999999,2009,12,1,20,1,night,2224.0495390908504,3.821857315046427,United States,New York,New York,Manhattan,8.3,1.7,0.0,0.0
16.0,-73.972064,40.786521,-74.005253,40.740012,1,0.033188999999993,0.0465090000000003,2014,6,14,16,5,evening rush hour,5876.065186015448,2.7229105691473072,United States,New York,New York,Manhattan,23.3,15.6,0.0,0.0
16.0,-73.96481,40.75569,-73.99304000000001,40.72977,1,0.0282300000000077,0.0259199999999992,2014,12,21,15,6,evening rush hour,3737.67750788186,4.280733146789647,United States,New York,New York,Manhattan,2.2,-0.5,0.0,0.0
4.1,-73.986148,40.752173,-73.980375,40.76018,1,0.0057730000000049,0.0080069999999992,2011,9,25,1,6,clubbing,1014.0409999387256,4.043229021556078,United States,New York,New York,Manhattan,26.7,21.1,0.0,0.0
4.5,-73.952423,40.777745,-73.959301,40.780666,1,0.0068780000000003,0.0029209999999935,2014,2,8,16,5,evening rush hour,665.0760228310902,6.766143787358979,United States,New York,New York,Manhattan,-1.6,-6.0,0.0,0.0
6.1,-73.968383,40.754822999999995,-73.987842,40.7439,2,0.0194589999999976,0.0109229999999982,2011,8,1,1,0,clubbing,2042.5513233758904,2.9864610647423215,United States,New York,New York,Manhattan,34.4,21.7,0.5,0.0
5.7,-73.97374599999999,40.763639000000005,-73.988014,40.754178,2,0.0142680000000154,0.0094610000000017,2009,2,21,11,5,afternoon,1598.559193511861,3.5657109371581788,United States,New York,New York,Manhattan,5.6,-3.3,0.0,0.0
15.7,-73.965476,40.766054,-73.989621,40.753245,1,0.0241450000000043,0.0128089999999971,2011,5,25,14,2,afternoon,2485.967660687561,6.3154482048482254,United States,New York,New York,Manhattan,28.9,18.3,0.0,0.0
8.1,-73.961267,40.764978,-73.974337,40.756988,1,0.013069999999999,0.0079899999999994,2010,12,22,11,2,afternoon,1416.060362214026,5.7200951429327205,United States,New York,New York,Manhattan,3.3,-2.2,0.0,0.0
6.5,-73.98473,40.769262,-73.969399,40.78698,1,0.0153310000000033,0.0177180000000021,2011,1,3,7,0,morning rush hour,2355.057065730287,2.760018045670751,United States,New York,New York,Manhattan,2.2,-2.2,0.0,0.0
6.9,-73.978798,40.745152,-73.990874,40.734618,1,0.0120760000000075,0.0105339999999998,2010,6,21,20,0,night,1552.03309225221,4.445781494250981,United States,New York,New York,Manhattan,30.6,21.7,0.0,0.0
16.1,-74.003847,40.747890000000005,-73.962717,40.775483,5,0.0411299999999954,0.0275929999999959,2009,5,27,12,2,afternoon,4631.452480458294,3.4762312833676883,United States,New York,New York,Manhattan,18.3,11.7,0.0,0.0
5.3,-73.98490600000001,40.736356,-73.976759,40.732646,1,0.0081470000000081,0.0037099999999981,2010,5,27,18,3,evening rush hour,802.0881709767099,6.607752354140995,United States,New York,New York,Manhattan,28.3,12.8,1.5,0.0
4.1,-73.974547,40.742125,-73.97194,40.749765999999994,1,0.0026069999999975,0.0076409999999924,2009,11,18,21,2,night,876.6269533751716,4.677017954118638,United States,New York,New York,Manhattan,11.7,5.6,0.0,0.0
6.9,-73.999866,40.728587,-73.993726,40.745724,1,0.006140000000002,0.0171370000000052,2011,9,29,3,3,early morning,1972.450215640921,3.4981871508264857,United States,New York,New York,Manhattan,22.8,16.1,10.2,0.0
10.5,-73.952497,40.768625,-73.976671,40.747753,1,0.0241740000000021,0.0208719999999971,2011,2,15,8,1,morning rush hour,3088.557822813671,3.3996449483450233,United States,New York,New York,Manhattan,2.8,-3.9,0.0,0.0
4.5,-73.981735,40.76838,-73.991182,40.770277,1,0.0094469999999944,0.0018969999999995,2014,4,25,22,4,night,824.9407397593487,5.454937285934912,United States,New York,New York,Manhattan,17.2,6.7,0.5,0.0
7.7,-74.004339,40.742403,-73.984817,40.74815,3,0.0195219999999949,0.0057469999999995,2010,3,31,23,2,clubbing,1767.998686195953,4.355206856271716,United States,New York,New York,Manhattan,13.9,7.2,0.3,0.0
9.0,-73.993425,40.733862,-73.977112,40.751955,1,0.0163129999999966,0.0180930000000003,2014,5,11,20,6,night,2436.2464689232243,3.694207509299268,United States,New York,New York,Manhattan,27.8,15.6,0.8,0.0
3.7,-73.95343000000001,40.786887,-73.956857,40.780392,4,0.0034269999999878,0.006495000000001,2009,3,27,22,4,night,777.1137850789371,4.761207523328342,United States,New York,New York,Manhattan,17.2,6.7,0.0,0.0
4.5,-73.989387,40.755565,-73.981445,40.760077,1,0.0079419999999998,0.0045120000000054,2009,1,6,14,1,afternoon,837.1470395904588,5.375399765137374,United States,New York,New York,Manhattan,3.3,-0.6,2.0,0.0
10.0,-73.9889,40.748392,-73.98134,40.737142,5,0.007559999999998,0.0112500000000039,2014,4,1,9,1,morning rush hour,1403.0218993113633,7.127472496978299,United States,New York,New York,Manhattan,15.6,3.9,0.0,0.0
6.9,-73.974226,40.763255,-73.987034,40.744984,1,0.0128079999999926,0.0182709999999985,2011,9,6,13,1,afternoon,2299.263105582276,3.0009614746776063,United States,New York,New York,Manhattan,23.9,15.6,81.8,0.0
7.3,-73.98661700000001,40.751511,-73.99453000000001,40.735453,1,0.007913000000002,0.016058000000001,2009,11,2,16,0,evening rush hour,1904.3532623592248,3.8333223904877456,United States,New York,New York,Manhattan,12.8,7.8,0.0,0.0
7.3,-74.005133,40.737553000000005,-73.998649,40.722915,1,0.0064840000000003,0.014638000000005,2010,12,11,8,5,morning rush hour,1715.3370842339875,4.255723301907122,United States,New York,New York,Manhattan,7.8,1.1,0.0,0.0
5.7,-73.97864,40.78065,-73.985405,40.768352,3,0.0067650000000014,0.0122980000000012,2010,11,23,11,1,afternoon,1480.2934146269783,3.8505879602499977,United States,New York,New York,Manhattan,16.1,10.0,0.0,0.0
6.5,-73.985052,40.747412,-73.971475,40.762733,1,0.0135769999999979,0.0153210000000001,2010,5,10,20,0,night,2051.6384947446345,3.1681994740545405,United States,New York,New York,Manhattan,16.1,5.0,0.0,0.0
